,,,,,,,,,,,,,assay_1,assay_2
Compound,Alias,SMILES,Lot #,Lot Alias,Salt,Solvate,Vendor,PAINS,Bruns-Watson Demerit Score,Assay Count,Plate,Well,percentlabeled,percentlabeled
994787,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2sccc2C,1,DT95-captopril-B08,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,H05,,22.7
917291,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(NC(=O)C)cc2,1,446,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I14,,22.6
917340,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2ccccc2Nc3ccccc3,1,495,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D11,,22.6
917526,,CN(C)CCSSCCNC(=O)[C@@H](Cc1ccc(C)c(C)c1)NC(=O)C,1,681,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,I03,,22.6
957766,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(Oc3ccc(O)cc3)cc2,1,1286,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,A13,,22.5
993867,,CN(C)CCSSCCC(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2cc(Cl)c(O)c(Cl)c2,1,DT95-496,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M21,,22.5
917934,,CN(C)CCSSCCNC(=O)c1ccc(O)c(Br)c1,2,DT95-364a,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K09,,22.5
917581,,CC(NS(=O)(=O)c1ccccc1)C(=O)NCCSSCCN(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C08,,22.5
917103,,COc1ccccc1CC(=O)NCCSSCCN(C)C,1,257,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,D16,,22.4
966967,,CN(C)CCSSCCCNC(=O)c1cccs1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P04,,22.4
967065,,COc1ccc(cc1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,DT95-273-12,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K13,,22.4
993695,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)S(=O)(=O)c2cc(Cl)c(O)c(Cl)c2,1,DT95-432,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C19,,22.4
917543,,CN(C)CCSSCCNC(=O)c1cn(C)c2ccccc12,2,713,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,O07,,22.3
917082,,COc1ccc(O)c(c1)C(=O)NCCSSCCN(C)C,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,P13,,22.3
994335,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccccc2,1,DT95-547E,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K10,,22.2
917578,,CN(C)CCSSCCNC(=O)CNS(=O)(=O)c1ccc(C)cc1,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A22,,22.2
917590,,COc1ccc2[nH]c(C)c(CC(=O)NCCSSCCN(C)C)c2c1,2,,TFA,None,,3,>100,1,SMDC-MPHORE-384-3-02-ECO1,I16,,22.2
916944,,Cc1ccc(C(=O)NCCCSSCCN)c(c1)[N+](=O)[O-],1,97,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C16,,22.1
917558,,CN(C)CCSSCCNC(=O)c1cccc(F)c1,2,1125,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,B11,,22.1
957838,,CN(C)CCSSCCn1cc(CN2C(=O)C(=O)c3ccccc23)nn1,1,1358,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O17,,22.1
916869,,COc1ccc2[nH]c(cc2c1)C(=O)NCCSSCCN,1,22,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E05,,22
957774,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)CCC(=O)c2ccc3OCCCOc3c2,1,1294,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,C09,,22
916994,,NCCSSCCC(=O)Nc1ccc(cc1)C#C,1,148,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M18,,21.9
966864,,CC(C)[C@](C)(N)c1cn(CCSSCCN(C)C)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P13,,21.9
917117,,CN(C)CCSSCCNC(=O)c1cc(nc2ccccc12)c3ccccc3,1,271,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,H04,,21.7
917309,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)Cc2ccc(F)cc2F,1,464,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M10,,21.7
916908,,COc1ccc(cc1)S(=O)(=O)NCCSSCCN,1,61,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M03,,21.6
916938,,NCCSSCCCNC(=O)C(=O)c1c[nH]c2ccccc12,1,91,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C04,,21.6
917169,,CNc1ccc(cc1)C(=O)NCCCSSCCN(C)C,1,323,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A07,,21.6
966947,,CN(C)CCSSCCNC(=O)CCNS(=O)(=O)C,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,L04,,21.6
957791,,CN(C)CCSSCCCNC(=O)c1cccnc1Cl,1,1311,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,G03,,21.5
916864,,Cc1oc2ccccc2c1C(=O)NCCCSSCCN,1,17,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C15,,21.4
916931,,COc1ccc(cc1O)C(=O)NCCCSSCCN,1,84,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A10,,21.4
917963,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)Cc2cccc(F)c2,1,1199,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,P19,,21.4
967213,,CN(C)CCSSCCNC(=O)c1ccc2NC(=O)CCc2c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G09,,21.4
993916,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@@H]1Cc2cc(F)cc(F)c2)S(=O)(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-505-38(S),TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K22,,21.4
916852,,CN(C)CCSSCCC(=O)NCC(c1ccccc1)c2ccccc2,1,5,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A11,,21.3
916867,,NCCSSCCCNC(=O)c1cc(F)c(F)c(F)c1,1,20,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C21,,21.3
917308,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(cc2)S(=O)(=O)N,1,463,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M08,,21.3
993912,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@@H]1c2ccc(OC(F)(F)F)cc2)C(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-505-35,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M04,,21.3
917346,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2cc(Cl)ccc2O,1,501,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F03,,21.2
917543,,CN(C)CCSSCCNC(=O)c1cn(C)c2ccccc12,3,1116,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O14,,21.2
916860,,NCCSSCCCNC(=O)Cc1ccc(Cl)cc1,1,13,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C07,,21.1
916862,,NCCSSCCCNC(=O)\C=C\c1ccccc1Cl,1,15,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C11,,21.1
917121,,CN(C)CCSSCCNC(=O)c1cccnc1O,1,275,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,H12,,21.1
917938,,CN(C)CCSSCCNC(=O)c1ccc2c[nH]nc2c1,1,1174,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,L09,,21.1
917076,,CN(C)CCSSCCNC(=O)Nc1cccc(Cl)c1F,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,N21,,21.1
916933,,COc1ccc2[nH]c(cc2c1)C(=O)NCCCSSCCN,1,86,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A14,,20.9
917274,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(F)c(F)c2,1,429,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E20,,20.9
917325,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(F)cc2F,1,480,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O22,,20.9
966794,,CN(C)CCSSCCCn1cc(nn1)c2ccc(F)cc2F,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H03,,20.9
966862,,COc1ccccc1c2cn(CCSSCCN(C)C)nn2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P09,,20.9
917556,,CN(C)CCSSCCNC(=O)c1ccc(F)cc1,1,714,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,O09,,20.8
966793,,CN(C)CCSSCCCn1cc(nn1)c2ccc(F)cc2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F21,,20.8
917079,,COc1cccc(C(=O)NCCSSCCN(C)C)c1O,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,P07,,20.8
967217,,CN(C)CCSSCCNC(=O)c1cnc(O)c(Br)c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G15,,20.7
993801,,CN(C)CCSSCCNC(=O)[C@@H]1CN(C[C@H]1c2oc3ccccc3c2)S(=O)(=O)c4cc(Cl)c(O)c(Cl)c4,1,DT95-480-29,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A09,,20.7
917267,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)C2COc3ccccc3O2,1,422,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E06,,20.6
917272,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)CC2Sc3ccccc3NC2=O,1,427,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E16,,20.6
917934,,CN(C)CCSSCCNC(=O)c1ccc(O)c(Br)c1,1,1164,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J09,,20.6
967219,,CN(C)CCSSCCNC(=O)c1cnc(O)c(Cl)c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E21,,20.6
994795,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N(C)Cc2occc2,1,DT95-captopril-C11,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,H07,,20.6
917615,,CN(C)CCSSCCNC(=O)Cc1cccc(Oc2ccccc2)c1,2,1095,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,K12,,20.5
973235,,CN(C)CCSSCCN(C)C(=O)c1ccc2nc(O)oc2c1,1,DT95-413,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C15,,20.5
994464,,CN(C)CCSSCCNC(=O)c1cnc2c(c1)nc(O)n2C,1,DT95-586-31,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C14,,20.5
916858,,NCCSSCCCNC(=O)c1ccc(Cl)c(F)c1,1,11,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C03,,20.4
916888,,COc1ccc(\C=C\C(=O)NCCSSCCN)cc1Cl,1,41,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I03,,20.4
916929,,NCCSSCCCNC(=O)c1[nH]nc2ccccc12,1,82,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A06,,20.4
917445,,CN(C)CCSSCCNC(=O)c1ccc(cc1)S(=O)(=O)C,1,600,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H22,,20.4
917956,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccc(cc2)C#N,1,1192,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,P05,,20.4
994884,,CN(C)CCSSCCCNC(=O)CN1CCN(C)CC1,1,DT95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,H19,,20.4
917127,,CN(C)CCSSCCNC(=O)c1ccc2[nH]nnc2c1,1,281,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J04,,20.3
917177,,CN(C)CCSSCCCNC(=O)c1ccc2ccccc2c1O,1,331,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C03,,20.3
960054,,CN(C)CCSSCCN(C)C(=O)C(C)(C)N(C)C(=O)OCc1ccccc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M08,,20.3
916849,,CN(C)CCSSCCC(=O)NCc1ccccc1Sc2ccccc2CO,1,2,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A05,,20.2
917189,,CN(C)CCSSCCCNC(=O)c1ccncc1,1,343,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E07,,20.2
917222,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(Cl)ccc2O,1,376,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K13,,20.2
917204,,CN(C)CCSSCCCNC(=O)CSc1ccc(Cl)cc1,1,358,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,G17,,20.1
917246,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2c(C)onc2c3ccccc3,1,400,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O21,,20.1
917282,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(Cl)ccc2O,1,437,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,G16,,20.1
960050,,COc1cc(CCC(=O)N(C)CCSSCCN(C)C)cc(OC)c1OC,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K20,,20.1
916889,,COc1ccc(CCC(=O)NCCSSCCN)cc1Cl,1,42,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I05,,20
917893,,CN(C)CCSSCCNC(=O)C1CCC(=O)N1Cc2ccc(F)cc2,1,1114,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O10,,20
957788,,CN(C)CCSSCCCNC(=O)Cc1cccc(F)c1,1,1308,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E17,,20
917119,,CSc1ccc(Cl)c(c1)C(=O)NCCSSCCN(C)C,1,273,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,H08,,19.9
917191,,CSc1ccc(Cl)c(c1)C(=O)NCCCSSCCN(C)C,1,345,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E11,,19.9
966848,,CN(C)CCSSCCCn1cc(CSc2nnc(N)s2)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,L13,,19.9
994476,,CN(C)CCSSCCNC(=O)c1cc(Cl)c2[nH]c(C)nc2c1,1,DT95-586-46,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A10,,19.9
916882,,Cc1cc(ccc1C(=O)NCCSSCCN)[N+](=O)[O-],1,35,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,G11,,19.8
916968,,NCCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(F)c(F)c(Cl)c2F,1,121,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I04,,19.8
917896,,CN(C)CCSSCCNC(=O)c1oc2ccccc2c1C,1,1118,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O18,,19.8
994330,,CN(C)CCSSCCNC(=O)[C@H]1C[C@@H](CN(C1)C(=O)c2cc(Cl)c(O)c(Cl)c2)c3cccc(C)c3,1,DT95-505-2,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M06,,19.8
917612,,COc1ccc(C(=O)NCCSSCCN(C)C)c(OC)c1OC,4,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,C16,,19.8
917586,,C[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)NCCSSCCN(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,K16,,19.8
918025,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)Cc2cccc(F)c2,1,1263,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N08,,19.7
993939,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@@H]1c2ccc(cc2)C(F)(F)F)C(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-505-13,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M18,,19.7
917147,,CN(C)CCSSCCNC(=O)Cc1cccc(O)c1,1,301,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,N04,,19.6
917110,,CN(C)CCSSCCNC(=O)Cc1ccc(O)cc1,1,264,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,F10,,19.5
917428,,CN(C)CCSSC[C@H](NC(=O)C1CN(Cc2ccc(Cl)cc2)C(=O)C1)C(=O)NCc3cccnc3,1,583,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F08,,19.5
994362,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(F)c(O)c(Cl)c2,1,DT95-548b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,I22,,19.5
916935,,NCCSSCCCNC(=O)c1cc2cc(F)ccc2[nH]1,1,88,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A18,,19.3
917180,,COc1ccc(OC)c(CC(=O)NCCCSSCCN(C)C)c1,1,334,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C09,,19.3
917389,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)C2COc3ccccc3O2,1,544,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,N09,,19.3
917676,,CN(C)CCSSCCCNC(=O)Cc1ccccc1OCc2ccccc2,1,823,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F07,,19.3
993786,,CN(C)CCSSCCNC(=O)[C@H]1C[C@@H](CN(C1)C(=O)c2cc(Cl)c(O)c(Cl)c2)c3ccccc3,1,DT95-479,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C11,,19.3
917588,,CN(C)CCSSCCNC(=O)Cc1ccc(Br)cc1,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,E04,,19.3
917049,,CN(C)CCSSCCNC(=O)Nc1cc(C)on1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J07,,19.3
917295,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(Cl)c(Cl)c2,1,450,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I22,,19.2
917305,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)CNC(=O)c2ccccc2,1,460,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K22,,19.2
917664,,CN(C)CCSSCCCNC(=O)CN(C)C(=O)OCc1ccccc1,1,841,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J03,,19.2
966867,,COc1ccccc1c2cn(CCCSSCCN(C)C)nn2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P19,,19.2
994452,,CN(C)CCSSCCNC(=O)c1ccc2[nH]nc(C#N)c2c1,1,DT95-586-18,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E22,,19.2
917841,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccccc2Oc3ccccc3,1,1012,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,K05,,19.1
917556,,CN(C)CCSSCCNC(=O)c1ccc(F)cc1,2,1137,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D15,,19.1
966790,,CN(C)CCSSCCn1cc(nn1)c2c(C)cccc2C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F15,,19.1
993944,,CN(C)CCSSCCNC(=O)[C@@H]1C[C@@H](CN(C1)C(=O)c2cc(Cl)c(O)c(Cl)c2)c3ccc(C)cc3,1,DT95-505-19,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M08,,19.1
917145,,CN(C)CCSSCCNC(=O)C1Cc2ccccc2N1,1,299,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,L20,,19
917260,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(F)cc2F,1,414,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C10,,19
917429,,CC(C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc1cccnc1)c2ccc(O)cc2,1,584,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F10,,19
918016,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)C(C)(C)Oc2ccc(Cl)cc2,1,1254,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,L10,,19
994472,,CN(C)CCSSCCNC(=O)c1ccc2[nH]nc(c3ccccc3)c2c1,1,DT95-586-41,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A18,,19
917054,,CCN(CC)c1ccc(NC(=O)NCCSSCCN(C)C)cc1,2,,TFA,None,,3,>100,1,SMDC-MPHORE-384-1-02-ECO1,J17,,19
957815,,CN(C)CCSSCCCNC(=O)[C@@H]1CCCCN1C(=O)OCc2ccccc2,1,1335,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K11,,18.8
966846,,CN(C)CCSSCCn1cc(CNCc2ccccc2)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,L09,,18.7
967218,,CN(C)CCSSCCNC(=O)c1ccc2c(c1)nnn2C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G21,,18.7
917756,,COc1ccc(OC(F)(F)F)cc1C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,922,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J06,,18.6
994790,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2ccn(C)n2,1,DT95-captopril-C04,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,N05,,18.6
917416,,CN(C)CCSSC[C@H](NC(=O)C1CC=C(NC(=O)C)C=C1C)C(=O)NCc2cccnc2,1,571,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D04,,18.5
917794,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)Cc2ccc(Br)cc2,1,961,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A03,,18.5
957819,,CN(C)CCSSCCCNC(=O)[C@H](COC(C)(C)C)NC(=O)OC(C)(C)C,1,1339,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K19,,"18.5, 20, 18.1"
966859,,CN(C)CCSSCCCn1cc(CNC(=O)c2[nH]nc3ccccc23)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N19,,18.5
994462,,CN(C)CCSSCCNC(=O)c1ccc2c(O)[nH]nc2c1,1,DT95-586-29,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C18,,18.5
994796,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2ccc3OCOc3c2,1,DT95-captopril-C12,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,J07,,18.5
917650,,C[C@@H](NC(=O)OCc1ccccc1)C(=O)NCCCSSCCN(C)C,2,851,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L03,,18.4
917849,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccccc2COc3ccccc3,1,1021,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,M03,,18.4
917885,,CN(C)CCSSCCNC(=O)COc1ccc(C)cc1,1,1106,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,M14,,18.4
966968,,CN(C)CCSSCCCNC(=O)C1CCCCC1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,P06,,18.3
994456,,CN(C)CCSSCCNC(=O)c1ccc2NC(=O)Cc2c1,1,DT95-586-23,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E10,,18.3
917068,,CN(C)CCSSCCNC(=O)Nc1ccc2[nH]c(C)cc2c1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,N05,,18.3
917921,,CC(NC(=O)OCc1ccccc1)C(=O)NCCSSCCN(C)C,1,1150,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F21,,18.2
918007,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc3c[nH]nc3c2,1,1245,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J12,,18.2
917482,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1ccc[nH]1,1,637,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P16,,18.1
993800,,CN(C)CCSSCCNC(=O)[C@@H]1CN(C[C@@H]1c2ccccc2)S(=O)(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-480-26,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A11,,18.1
994785,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NC2CCN(C)CC2,1,DT95-captopril-B05,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D05,,18
917393,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)CC2Sc3ccccc3NC2=O,1,548,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,N17,,17.9
917531,,CN(C)CCSSCCNC(=O)c1ccncc1C(=O)c2ccccc2,1,686,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,I13,,17.9
